002316612-0016,2013-09-26,Urząd Harmonizacji Rynku Wewnętrznego,Przyrządy dydaktyczne [oprócz pomocy audiowizualnych],Wzór przemysłowy,Stanisław Bednarek,Uniwersytet Łódzki/Uniwersytet Łódzki; Wydział Fizyki i Informatyki Stosowanej
002316612-0017,2013-09-26,Urząd Harmonizacji Rynku Wewnętrznego,Przyrządy dydaktyczne [oprócz pomocy audiowizualnych],Wzór przemysłowy,Stanisław Bednarek,Uniwersytet Łódzki/Uniwersytet Łódzki; Wydział Fizyki i Informatyki Stosowanej
002316612-0018,2013-09-26,Urząd Harmonizacji Rynku Wewnętrznego,Przyrządy dydaktyczne [oprócz pomocy audiowizualnych],Wzór przemysłowy,Stanisław Bednarek,Uniwersytet Łódzki/Uniwersytet Łódzki; Wydział Fizyki i Informatyki Stosowanej
002316612-0019,2013-09-26,Urząd Harmonizacji Rynku Wewnętrznego,Przyrządy dydaktyczne [oprócz pomocy audiowizualnych],Wzór przemysłowy,Stanisław Bednarek,Uniwersytet Łódzki/Uniwersytet Łódzki; Wydział Fizyki i Informatyki Stosowanej
002316612-0020,2013-09-26,Urząd Harmonizacji Rynku Wewnętrznego,Przyrządy dydaktyczne [oprócz pomocy audiowizualnych],Wzór przemysłowy,Stanisław Bednarek,Uniwersytet Łódzki/Uniwersytet Łódzki; Wydział Fizyki i Informatyki Stosowanej
002316612-0021,2013-09-26,Urząd Harmonizacji Rynku Wewnętrznego,Przyrządy dydaktyczne [oprócz pomocy audiowizualnych],Wzór przemysłowy,Stanisław Bednarek,Uniwersytet Łódzki/Uniwersytet Łódzki; Wydział Fizyki i Informatyki Stosowanej
002348813-0001,2013-11-20,Urząd Harmonizacji Rynku Wewnętrznego,Profil rury,Wzór przemysłowy,Kwiryn Wojsyk/Krzysztof Kudła,Politechnika Częstochowska; Wydział Inżynierii Mechanicznej i Informatyki; Instytut Technologii Mechanicznych; Zakład Spawalnictwa
002375949-0001,2013-12-22,Urząd Harmonizacji Rynku Wewnętrznego,Urządzenia komunikacyjne (Obudowy do -),Wzór przemysłowy,Marek Stefan Liskiewicz/Stanisław Półtorak,Akademia Sztuk Pięknych im. Jana Matejki w Krakowie; Wydział Form Przemysłowych
002375972-0001,2013-12-22,Urząd Harmonizacji Rynku Wewnętrznego,Urządzenia komunikacyjne (Obudowy do -),Wzór przemysłowy,Marek Stefan Liskiewicz/Stanisław Półtorak,Akademia Sztuk Pięknych im. Jana Matejki w Krakowie; Wydział Form Przemysłowych
002376061-0001,2013-12-23,Urząd Harmonizacji Rynku Wewnętrznego,Platforma weterynaryjna I,Wzór przemysłowy,MICHAŁ SZCZĘSNY PELCZARSKI,Politechnika Wrocławska; Wydział Architektury
002376079-0001,2013-12-23,Urząd Harmonizacji Rynku Wewnętrznego,Platforma weterynaryjna II,Wzór przemysłowy,MICHAŁ SZCZĘSNY PELCZARSKI,Politechnika Wrocławska; Wydział Architektury
002384651-001,2014-01-22,Urząd Harmonizacji Rynku Wewnętrznego,Urządzenie do przesyłu cieczy,Wzór przemysłowy,Ewa Siedlecka/Beata Jabłońska,Politechnika Częstochowska; Wydział Infrastruktury i Środowiska
002398941,2014-02-05,Urząd Harmonizacji Rynku Wewnętrznego,Pawilon wystawowy PWR,Wzór przemysłowy,Aleksandra Agnieszka Nowysz,Politechnika Wrocławska; Wydział Architektury
002398974,2014-02-05,Urząd Harmonizacji Rynku Wewnętrznego,Siedzisko PWR,Wzór przemysłowy,Maciej Janik,Politechnika Wrocławska; Wydział Architektury
002438135-0001,2014-04-02,Urząd Harmonizacji Rynku Wewnętrznego,Mebel miejski PWr,Wzór przemysłowy,Aleksandra Agnieszka Nowysz,Politechnika Wrocławska; Wydział Architektury
002438150-0001,2014-04-02,Urząd Harmonizacji Rynku Wewnętrznego,Krzesło PWr,Wzór przemysłowy,Maciej Janik,Politechnika Wrocławska; Wydział Architektury
002450288-0001,2014-05-06,Urząd Harmonizacji Rynku Wewnętrznego,Pojazdy inwalidzkie z napędem elektrycznym,Wzór przemysłowy,Witold Andrzej Grzegożek,Politechnika Krakowska im. Tadeusza Kościuszki; Wydział Mechaniczny
002451138,2014-04-23,Urząd Harmonizacji Rynku Wewnętrznego,Kamizelka_II_PWR,Wzór przemysłowy,MICHAŁ SZCZĘSNY PELCZARSKI,Politechnika Wrocławska; Wydział Architektury
002451179,2014-04-23,Urząd Harmonizacji Rynku Wewnętrznego,Gorset_PWR,Wzór przemysłowy,MICHAŁ SZCZĘSNY PELCZARSKI,Politechnika Wrocławska; Wydział Architektury
002478727-0001,2014-06-16,Urząd Harmonizacji Rynku Wewnętrznego,Ogrodzenie_PWr,Wzór przemysłowy,Aleksandra Agnieszka Nowysz,Politechnika Wrocławska; Wydział Architektury
002478743-0001,2014-06-16,Urząd Harmonizacji Rynku Wewnętrznego,Ławka_PWr,Wzór przemysłowy,Maciej Janik,Politechnika Wrocławska; Wydział Architektury
002482257-0001,2014-06-13,Urząd Harmonizacji Rynku Wewnętrznego,Karabinek reprezentacyjny,Wzór przemysłowy,Andrzej Arczewski/Adam Gawron/Paweł Madej/Tomasz Nita/Mariusz Zawisza/Przemysław Arnold Kupidura/Ryszard Bogumił Woźniak/Mirosław Zahor,Wojskowa Akademia Techniczna im. Jarosława Dąbrowskiego; Wydział Mechatroniki i Lotnictwa
002491555-0001,2014-06-26,Urząd Harmonizacji Rynku Wewnętrznego,Przyrządy dydaktyczne [oprócz pomocy audiowizualnych],Wzór przemysłowy,Stanisław Bednarek/Paweł Maciej Tyran,Uniwersytet Łódzki/Uniwersytet Łódzki; Wydział Fizyki i Informatyki Stosowanej
002491555-0002,2014-06-26,Urząd Harmonizacji Rynku Wewnętrznego,Przyrządy dydaktyczne [oprócz pomocy audiowizualnych],Wzór przemysłowy,Stanisław Bednarek/Paweł Maciej Tyran,Uniwersytet Łódzki/Uniwersytet Łódzki; Wydział Fizyki i Informatyki Stosowanej
002491555-0003,2014-06-26,Urząd Harmonizacji Rynku Wewnętrznego,Przyrządy dydaktyczne [oprócz pomocy audiowizualnych],Wzór przemysłowy,Paweł Maciej Tyran/Stanisław Bednarek,Uniwersytet Łódzki/Uniwersytet Łódzki; Wydział Fizyki i Informatyki Stosowanej
002491555-0004,2014-06-26,Urząd Harmonizacji Rynku Wewnętrznego,Przyrządy dydaktyczne [oprócz pomocy audiowizualnych],Wzór przemysłowy,Stanisław Bednarek,Uniwersytet Łódzki/Uniwersytet Łódzki; Wydział Fizyki i Informatyki Stosowanej
002491555-0005,2014-06-26,Urząd Harmonizacji Rynku Wewnętrznego,Przyrządy dydaktyczne [oprócz pomocy audiowizualnych],Wzór przemysłowy,Stanisław Bednarek,Uniwersytet Łódzki/Uniwersytet Łódzki; Wydział Fizyki i Informatyki Stosowanej
002491555-0006,2014-06-26,Urząd Harmonizacji Rynku Wewnętrznego,Przyrządy dydaktyczne [oprócz pomocy audiowizualnych],Wzór przemysłowy,Stanisław Bednarek/Paweł Maciej Tyran,Uniwersytet Łódzki/Uniwersytet Łódzki; Wydział Fizyki i Informatyki Stosowanej
002491555-0007,2014-06-26,Urząd Harmonizacji Rynku Wewnętrznego,Przyrządy dydaktyczne [oprócz pomocy audiowizualnych],Wzór przemysłowy,Stanisław Bednarek,Uniwersytet Łódzki/Uniwersytet Łódzki; Wydział Fizyki i Informatyki Stosowanej
002491555-0008,2014-06-26,Urząd Harmonizacji Rynku Wewnętrznego,Przyrządy dydaktyczne [oprócz pomocy audiowizualnych],Wzór przemysłowy,Stanisław Bednarek,Uniwersytet Łódzki/Uniwersytet Łódzki; Wydział Fizyki i Informatyki Stosowanej
002491555-0009,2014-06-26,Urząd Harmonizacji Rynku Wewnętrznego,Przyrządy dydaktyczne [oprócz pomocy audiowizualnych],Wzór przemysłowy,Stanisław Bednarek,Uniwersytet Łódzki/Uniwersytet Łódzki; Wydział Fizyki i Informatyki Stosowanej
002491555-0010,2014-06-26,Urząd Harmonizacji Rynku Wewnętrznego,Przyrządy dydaktyczne [oprócz pomocy audiowizualnych],Wzór przemysłowy,Stanisław Bednarek,Uniwersytet Łódzki/Uniwersytet Łódzki; Wydział Fizyki i Informatyki Stosowanej
002491555-0011,2014-06-26,Urząd Harmonizacji Rynku Wewnętrznego,Przyrządy dydaktyczne [oprócz pomocy audiowizualnych],Wzór przemysłowy,Stanisław Bednarek,Uniwersytet Łódzki/Uniwersytet Łódzki; Wydział Fizyki i Informatyki Stosowanej
002491555-0012,2014-06-26,Urząd Harmonizacji Rynku Wewnętrznego,Przyrządy dydaktyczne [oprócz pomocy audiowizualnych],Wzór przemysłowy,Stanisław Bednarek,Uniwersytet Łódzki/Uniwersytet Łódzki; Wydział Fizyki i Informatyki Stosowanej
002491555-0013,2014-06-26,Urząd Harmonizacji Rynku Wewnętrznego,Przyrządy dydaktyczne [oprócz pomocy audiowizualnych],Wzór przemysłowy,Stanisław Bednarek,Uniwersytet Łódzki/Uniwersytet Łódzki; Wydział Fizyki i Informatyki Stosowanej
002491555-0014,2014-06-26,Urząd Harmonizacji Rynku Wewnętrznego,Przyrządy dydaktyczne [oprócz pomocy audiowizualnych],Wzór przemysłowy,Stanisław Bednarek,Uniwersytet Łódzki/Uniwersytet Łódzki; Wydział Fizyki i Informatyki Stosowanej
002491555-0015,2014-06-26,Urząd Harmonizacji Rynku Wewnętrznego,Przyrządy dydaktyczne [oprócz pomocy audiowizualnych],Wzór przemysłowy,Stanisław Bednarek,Uniwersytet Łódzki/Uniwersytet Łódzki; Wydział Fizyki i Informatyki Stosowanej
002491555-0016,2014-06-26,Urząd Harmonizacji Rynku Wewnętrznego,Przyrządy dydaktyczne [oprócz pomocy audiowizualnych],Wzór przemysłowy,Stanisław Bednarek,Uniwersytet Łódzki/Uniwersytet Łódzki; Wydział Fizyki i Informatyki Stosowanej
002491555-0017,2014-06-26,Urząd Harmonizacji Rynku Wewnętrznego,Przyrządy dydaktyczne [oprócz pomocy audiowizualnych],Wzór przemysłowy,Stanisław Bednarek,Uniwersytet Łódzki/Uniwersytet Łódzki; Wydział Fizyki i Informatyki Stosowanej
002491555-0018,2014-06-26,Urząd Harmonizacji Rynku Wewnętrznego,Przyrządy dydaktyczne [oprócz pomocy audiowizualnych],Wzór przemysłowy,Stanisław Bednarek,Uniwersytet Łódzki/Uniwersytet Łódzki; Wydział Fizyki i Informatyki Stosowanej
002491555-0019,2014-06-26,Urząd Harmonizacji Rynku Wewnętrznego,Przyrządy dydaktyczne [oprócz pomocy audiowizualnych],Wzór przemysłowy,Stanisław Bednarek,Uniwersytet Łódzki/Uniwersytet Łódzki; Wydział Fizyki i Informatyki Stosowanej
002491555-0020,2014-06-26,Urząd Harmonizacji Rynku Wewnętrznego,Przyrządy dydaktyczne [oprócz pomocy audiowizualnych],Wzór przemysłowy,Stanisław Bednarek,Uniwersytet Łódzki/Uniwersytet Łódzki; Wydział Fizyki i Informatyki Stosowanej
002506501-0001,2014-07-21,Urząd Harmonizacji Rynku Wewnętrznego,Control panels for heating systems (Set of -),Wzór przemysłowy,Marek Stefan Liskiewicz/Stanisław Półtorak,Akademia Sztuk Pięknych im. Jana Matejki w Krakowie; Wydział Form Przemysłowych
002506501-0002,2014-07-21,Urząd Harmonizacji Rynku Wewnętrznego,Control panels for heating systems,Wzór przemysłowy,Marek Stefan Liskiewicz/Stanisław Półtorak,Akademia Sztuk Pięknych im. Jana Matejki w Krakowie; Wydział Form Przemysłowych
002506618-0001,2014-07-22,Urząd Harmonizacji Rynku Wewnętrznego,Narzędzie do obróbki,Wzór przemysłowy,Włodzimierz Baranowski/Paweł Palutkiewicz/Tadeusz Nieszporek,Politechnika Częstochowska; Wydział Inżynierii Mechanicznej i Informatyki; Instytut Technologii Mechanicznych
002514737-0001,2015-08-05,Polska,IMN Gliwice ZAM Kęty,Wzór przemysłowy,Andrzej Wieniewski,Instytut Metali Nieżelaznych
002518274-0001,2014-08-12,Urząd Harmonizacji Rynku Wewnętrznego,Plecak_PWR,Wzór przemysłowy,MICHAŁ SZCZĘSNY PELCZARSKI,Politechnika Wrocławska; Wydział Architektury
002518290-0001,2014-08-12,Urząd Harmonizacji Rynku Wewnętrznego,Nosidło_PWR,Wzór przemysłowy,MICHAŁ SZCZĘSNY PELCZARSKI,Politechnika Wrocławska; Wydział Architektury
002573055-0001,2014-11-06,Urząd Harmonizacji Rynku Wewnętrznego,Element konstrukcyjny,Wzór przemysłowy,Piotr Lacki/Anna Maria Derlatka,Politechnika Częstochowska; Wydział Budownictwa
002576371-001,2014-11-12,Polska,Osłona_PWR,Wzór przemysłowy,MICHAŁ SZCZĘSNY PELCZARSKI,Politechnika Wrocławska; Wydział Architektury
002664490,2015-04-08,Urząd Harmonizacji Rynku Wewnętrznego,Poduszka_PWR,Wzór przemysłowy,MICHAŁ SZCZĘSNY PELCZARSKI,Politechnika Wrocławska; Wydział Architektury
002664565,2015-04-28,Urząd Harmonizacji Rynku Wewnętrznego,Ławka miejska_PWR,Wzór przemysłowy,Aleksandra Agnieszka Nowysz,Politechnika Wrocławska; Wydział Architektury
002667444,2015-04-28,Urząd Harmonizacji Rynku Wewnętrznego,Mebel_Romansiera_PWR,Wzór przemysłowy,Maciej Janik,Politechnika Wrocławska; Wydział Architektury
002719112-0001,2015-06-15,Urząd Harmonizacji Rynku Wewnętrznego,Przyrządy dydaktyczne [oprócz pomocy audiowizualnych],Wzór przemysłowy,Stanisław Bednarek,Uniwersytet Łódzki/Uniwersytet Łódzki; Wydział Fizyki i Informatyki Stosowanej
002719112-0002,2015-06-15,Urząd Harmonizacji Rynku Wewnętrznego,Przyrządy dydaktyczne [oprócz pomocy audiowizualnych],Wzór przemysłowy,Stanisław Bednarek,Uniwersytet Łódzki/Uniwersytet Łódzki; Wydział Fizyki i Informatyki Stosowanej
002719112-0003,2015-06-15,Urząd Harmonizacji Rynku Wewnętrznego,Przyrządy dydaktyczne [oprócz pomocy audiowizualnych],Wzór przemysłowy,Stanisław Bednarek,Uniwersytet Łódzki/Uniwersytet Łódzki; Wydział Fizyki i Informatyki Stosowanej
002719112-0004,2015-06-15,Urząd Harmonizacji Rynku Wewnętrznego,Przyrządy dydaktyczne [oprócz pomocy audiowizualnych],Wzór przemysłowy,Stanisław Bednarek,Uniwersytet Łódzki/Uniwersytet Łódzki; Wydział Fizyki i Informatyki Stosowanej
002719732-0001,2015-06-16,Urząd Harmonizacji Rynku Wewnętrznego,ETYKIETA - ŚRODEK POPRAWIAJĄCY WŁAŚCIWOŚCI GLEBY,Wzór przemysłowy,TOMASZ GRABOWSKI/MICHAŁ SZCZEPAŃSKI,Centrum Innowacji STB sp. z o.o. sp. k.
002734129-0001,2015-07-09,Urząd Harmonizacji Rynku Wewnętrznego,Ławka z krzywizną,Wzór przemysłowy,Aleksandra Agnieszka Nowysz,Politechnika Wrocławska; Wydział Architektury
002734137,2015-07-09,Urząd Harmonizacji Rynku Wewnętrznego,Ławka wklęsła,Wzór przemysłowy,Aleksandra Agnieszka Nowysz,Politechnika Wrocławska; Wydział Architektury
002734178-0001,2015-07-09,Urząd Harmonizacji Rynku Wewnętrznego,Stół rowerowy,Wzór przemysłowy,Maciej Janik,Politechnika Wrocławska; Wydział Architektury
002734186,2015-07-09,Polska,Siedzisko modułowe,Wzór przemysłowy,Maciej Janik,Politechnika Wrocławska; Wydział Architektury
002754101,2015-08-13,Urząd Harmonizacji Rynku Wewnętrznego,Mała architektura - struktura na rośliny,Wzór przemysłowy,Aleksandra Agnieszka Nowysz,Politechnika Wrocławska; Wydział Architektury
002754119,2015-08-13,Polska,Mała architektura - stelaż liniowy,Wzór przemysłowy,Aleksandra Agnieszka Nowysz,Politechnika Wrocławska; Wydział Architektury
002754135,2015-08-13,Polska,Mała architektura - stelaż drzewo,Wzór przemysłowy,Aleksandra Agnieszka Nowysz,Politechnika Wrocławska; Wydział Architektury
002754192,2015-08-13,Urząd Harmonizacji Rynku Wewnętrznego,Mała miejska farma,Wzór przemysłowy,Aleksandra Agnieszka Nowysz,Politechnika Wrocławska; Wydział Architektury
002754200,2015-08-13,Urząd Harmonizacji Rynku Wewnętrznego,Hamak miejski,Wzór przemysłowy,Maciej Janik,Politechnika Wrocławska; Wydział Architektury
002754218,2015-08-13,Urząd Harmonizacji Rynku Wewnętrznego,Mebel miejski - leżak multi,Wzór przemysłowy,Maciej Janik,Politechnika Wrocławska; Wydział Architektury
002754226,2015-08-13,Urząd Harmonizacji Rynku Wewnętrznego,Mebel miejski - ławka terenowa,Wzór przemysłowy,Maciej Janik,Politechnika Wrocławska; Wydział Architektury
002754259,2015-08-13,Urząd Harmonizacji Rynku Wewnętrznego,Ławka rekreacyjna,Wzór przemysłowy,Maciej Janik,Politechnika Wrocławska; Wydział Architektury
002848937-0001,2015-11-05,Urząd Harmonizacji Rynku Wewnętrznego,"Przyrząd do weryfikacji działania i kalibracji urządzeń do pomiarów ciśnienia śródgałkowego, zwłaszcza tonometrów Goldmanna, oraz sposób weryfikacji działania i kalibracji tych urządzeń",Wzór przemysłowy,Marian Pawelak/Patrycja Pest/Justyna Wysokińska/Hubert Okła/Beata Swinarew/Jadwiga Helena Gabor/Grzegorz Adam Nowicki/Andrzej Szymon Swinarew/Marta Maria Łężniak/Zbigniew Marian Grobelny,"Uniwersytet Śląski w Katowicach; Wydział Matematyki, Fizyki i Chemii/Uniwersytet Śląski w Katowicach; Wydział Informatyki i Nauki o Materiałach"
002849190-0001,2015-11-06,Urząd Harmonizacji Rynku Wewnętrznego,Przyrządy dydaktyczne [oprócz pomocy audiowizualnych],Wzór przemysłowy,Stanisław Bednarek,Uniwersytet Łódzki/Uniwersytet Łódzki; Wydział Fizyki i Informatyki Stosowanej
002849190-0002,2015-11-06,Urząd Harmonizacji Rynku Wewnętrznego,Przyrządy dydaktyczne [oprócz pomocy audiowizualnych],Wzór przemysłowy,Stanisław Bednarek,Uniwersytet Łódzki/Uniwersytet Łódzki; Wydział Fizyki i Informatyki Stosowanej
002849190-0003,2015-11-06,Urząd Harmonizacji Rynku Wewnętrznego,Przyrządy dydaktyczne [oprócz pomocy audiowizualnych],Wzór przemysłowy,Stanisław Bednarek,Uniwersytet Łódzki/Uniwersytet Łódzki; Wydział Fizyki i Informatyki Stosowanej
002849190-0004,2015-11-06,Urząd Harmonizacji Rynku Wewnętrznego,Przyrządy dydaktyczne [oprócz pomocy audiowizualnych],Wzór przemysłowy,Stanisław Bednarek,Uniwersytet Łódzki/Uniwersytet Łódzki; Wydział Fizyki i Informatyki Stosowanej
002849190-0005,2015-11-06,Urząd Harmonizacji Rynku Wewnętrznego,Przyrządy dydaktyczne [oprócz pomocy audiowizualnych],Wzór przemysłowy,Stanisław Bednarek,Uniwersytet Łódzki/Uniwersytet Łódzki; Wydział Fizyki i Informatyki Stosowanej
002849190-0006,2015-11-06,Urząd Harmonizacji Rynku Wewnętrznego,Przyrządy dydaktyczne [oprócz pomocy audiowizualnych],Wzór przemysłowy,Stanisław Bednarek,Uniwersytet Łódzki/Uniwersytet Łódzki; Wydział Fizyki i Informatyki Stosowanej
002890798-0001,2015-12-04,Urząd Harmonizacji Rynku Wewnętrznego,Ustnik dwudrożny przeznaczony do pobierania fazy oddechowej wraz z materiałem tła,Wzór przemysłowy,Hubert Okła/Andrzej Szymon Swinarew/Jadwiga Helena Gabor/Tomasz Grzegorz Flak/Grzegorz Adam Nowicki/Klaudia Katarzyna Kubik/Marta Maria Łężniak/Mateusz Jan Galeja/Barbara Agata Szpikowska-Sroka,Uniwersytet Śląski w Katowicach; Wydział Informatyki i Nauki o Materiałach
002899039-0002,2015-12-20,Urząd Harmonizacji Rynku Wewnętrznego,II System znakowania piktogramowego jakości i sposobu przygotowania wołowiny,Wzór przemysłowy,Grzegorz Tomasz Pogorzelski/Krystyna Maria Gutkowska/Katarzyna Cieszyńska/Małgorzata Diana Moczkowska/Agnieszka Wierzbicka/Andrzej Półtorak/Alicja Lilla Wierzbicka/Jerzy Wierzbicki/Jarosław Wyrwisz/Ewelina Dorota Pogorzelska,Szkoła Główna Gospodarstwa Wiejskiego w Warszawie/Szkoła Główna Gospodarstwa Wiejskiego w Warszawie; Wydział Nauk o Żywieniu Człowieka i Konsumpcji/Polskie Zrzeszenie Producentów Bydła Mięsnego
002899039-0003,2015-12-20,Urząd Harmonizacji Rynku Wewnętrznego,III System znakowania piktogramowego jakości i sposobu przygotowania wołowiny,Wzór przemysłowy,Agnieszka Wierzbicka/Andrzej Półtorak/Grzegorz Tomasz Pogorzelski/Jarosław Wyrwisz/Krystyna Maria Gutkowska/Katarzyna Cieszyńska/Ewelina Dorota Pogorzelska/Małgorzata Diana Moczkowska/Jerzy Wierzbicki/Alicja Lilla Wierzbicka,Szkoła Główna Gospodarstwa Wiejskiego w Warszawie/Szkoła Główna Gospodarstwa Wiejskiego w Warszawie; Wydział Nauk o Żywieniu Człowieka i Konsumpcji/Polskie Zrzeszenie Producentów Bydła Mięsnego
002899039-001,2015-12-20,Urząd Harmonizacji Rynku Wewnętrznego,I System znakowania piktogramowego jakości i sposobu przygotowania wołowiny,Wzór przemysłowy,Andrzej Półtorak/Katarzyna Cieszyńska/Ewelina Dorota Pogorzelska/Małgorzata Diana Moczkowska/Jarosław Wyrwisz/Jerzy Wierzbicki/Krystyna Maria Gutkowska/Alicja Lilla Wierzbicka/Agnieszka Wierzbicka/Grzegorz Tomasz Pogorzelski,Szkoła Główna Gospodarstwa Wiejskiego w Warszawie/Szkoła Główna Gospodarstwa Wiejskiego w Warszawie; Wydział Nauk o Żywieniu Człowieka i Konsumpcji/Polskie Zrzeszenie Producentów Bydła Mięsnego
002941708-0001,2016-01-12,Urząd Harmonizacji Rynku Wewnętrznego,Element konstrukcyjny,Wzór przemysłowy,Lucjan Kurzak/Maciej Major/Tomasz Łukasz Kwiatkowski,Politechnika Częstochowska; Wydział Budownictwa
002941708-0002,2016-01-12,Urząd Harmonizacji Rynku Wewnętrznego,Uchwyt,Wzór przemysłowy,Lucjan Kurzak/Maciej Major/Tomasz Łukasz Kwiatkowski,Politechnika Częstochowska; Wydział Budownictwa
003056894-001,2016-05-05,Europejski Urząd Patentowy,Karoseria robota,Wzór przemysłowy,Mirosław Przybysz/Arkadiusz Rubiec/Kacper Tomasz Spadło,Wojskowa Akademia Techniczna im. Jarosława Dąbrowskiego; Wydział Mechaniczny; Instytut Budowy Maszyn
003056894-002,2016-05-05,Europejski Urząd Patentowy,Obudowa łącza sterowania,Wzór przemysłowy,Kacper Tomasz Spadło/Mirosław Przybysz/Arkadiusz Rubiec,Wojskowa Akademia Techniczna im. Jarosława Dąbrowskiego; Wydział Mechaniczny; Instytut Budowy Maszyn
003056894-003,2016-05-05,Europejski Urząd Patentowy,Reflektor robota,Wzór przemysłowy,Arkadiusz Rubiec/Kacper Tomasz Spadło/Mirosław Przybysz,Wojskowa Akademia Techniczna im. Jarosława Dąbrowskiego; Wydział Mechaniczny; Instytut Budowy Maszyn
003056894-004,2016-05-05,Europejski Urząd Patentowy,Robot,Wzór przemysłowy,Arkadiusz Rubiec/Mirosław Przybysz/Kacper Tomasz Spadło,Wojskowa Akademia Techniczna im. Jarosława Dąbrowskiego; Wydział Mechaniczny; Instytut Budowy Maszyn
003176437-0001,2016-06-07,Urząd Harmonizacji Rynku Wewnętrznego,003176437-0001 Wózek inwalidzki pionizujący dla seniorów i osób z niepełnosprawnościami należący do rodziny konstrukcji o uniwersalnej bazowej platformie nośno-jezdnej,Wzór przemysłowy,Sebastian Głowala/Bogdan Branowski/Bartosz Wieczorek/Marek Zabłocki,Politechnika Poznańska; Wydział Maszyn Roboczych i Transportu
003176437-0002,2016-06-07,Urząd Harmonizacji Rynku Wewnętrznego,003176437-0002 Transporter z napędem elektrycznym osoby z niepełnosprawnościami lub seniora siedzącego na ręcznym wózku inwalidzkim należący do rodziny konstrukcji o uniwersalnej bazowej platformie nośno-jezdnej,Wzór przemysłowy,Bogdan Branowski/Sebastian Głowala/Bartosz Wieczorek/Marek Zabłocki,Politechnika Poznańska; Wydział Maszyn Roboczych i Transportu
003176437-0003,2016-06-07,Urząd Harmonizacji Rynku Wewnętrznego,003176437-0003 Wózek inwalidzki elektryczny dla seniorów i osób z niepełnosprawnościami należący do rodziny konstrukcji o uniwersalnej bazowej platforie nośno-jezdnej,Wzór przemysłowy,Sebastian Głowala/Bogdan Branowski/Przemysław Kurczewski/Bartosz Wieczorek/Marek Zabłocki,Politechnika Poznańska; Wydział Maszyn Roboczych i Transportu
003318682-0001,2016-07-25,Urząd Harmonizacji Rynku Wewnętrznego,Przyrządy dydaktyczne [oprócz pomocy audiowizualnych],Wzór przemysłowy,Stanisław Bednarek,Uniwersytet Łódzki/Uniwersytet Łódzki; Wydział Fizyki i Informatyki Stosowanej
003318682-0002,2016-07-25,Urząd Harmonizacji Rynku Wewnętrznego,Przyrządy dydaktyczne [oprócz pomocy audiowizualnych],Wzór przemysłowy,Stanisław Bednarek,Uniwersytet Łódzki/Uniwersytet Łódzki; Wydział Fizyki i Informatyki Stosowanej
003318682-0003,2016-07-25,Urząd Harmonizacji Rynku Wewnętrznego,Przyrządy dydaktyczne [oprócz pomocy audiowizualnych],Wzór przemysłowy,Stanisław Bednarek,Uniwersytet Łódzki/Uniwersytet Łódzki; Wydział Fizyki i Informatyki Stosowanej
003318682-0004,2016-07-25,Urząd Harmonizacji Rynku Wewnętrznego,Przyrządy dydaktyczne [oprócz pomocy audiowizualnych],Wzór przemysłowy,Stanisław Bednarek,Uniwersytet Łódzki/Uniwersytet Łódzki; Wydział Fizyki i Informatyki Stosowanej
003318682-0005,2016-07-25,Urząd Harmonizacji Rynku Wewnętrznego,Przyrządy dydaktyczne [oprócz pomocy audiowizualnych],Wzór przemysłowy,Stanisław Bednarek,Uniwersytet Łódzki/Uniwersytet Łódzki; Wydział Fizyki i Informatyki Stosowanej
003318682-0006,2016-07-25,Urząd Harmonizacji Rynku Wewnętrznego,Przyrządy dydaktyczne [oprócz pomocy audiowizualnych],Wzór przemysłowy,Stanisław Bednarek,Uniwersytet Łódzki/Uniwersytet Łódzki; Wydział Fizyki i Informatyki Stosowanej
003318682-0007,2016-07-25,Urząd Harmonizacji Rynku Wewnętrznego,Przyrządy dydaktyczne [oprócz pomocy audiowizualnych],Wzór przemysłowy,Stanisław Bednarek,Uniwersytet Łódzki/Uniwersytet Łódzki; Wydział Fizyki i Informatyki Stosowanej
00332312,2016-08-09,Urząd Harmonizacji Rynku Wewnętrznego,Ławka miejska,Wzór przemysłowy,Aleksandra Agnieszka Nowysz,Politechnika Wrocławska; Wydział Architektury
003323229,2016-08-09,Urząd Harmonizacji Rynku Wewnętrznego,Stolik ogrodowy,Wzór przemysłowy,Aleksandra Agnieszka Nowysz,Politechnika Wrocławska; Wydział Architektury
003323260,2016-08-08,Polska,Donica ogrodowa,Wzór przemysłowy,Aleksandra Agnieszka Nowysz,Politechnika Wrocławska; Wydział Architektury
003323591,2016-08-08,Urząd Harmonizacji Rynku Wewnętrznego,Pawilon ogrodowy,Wzór przemysłowy,Aleksandra Agnieszka Nowysz,Politechnika Wrocławska; Wydział Architektury
003323732,2016-09-05,Urząd Harmonizacji Rynku Wewnętrznego,Zielona ściana,Wzór przemysłowy,Aleksandra Agnieszka Nowysz,Politechnika Wrocławska; Wydział Architektury
003343763-0001,2016-08-17,Urząd Harmonizacji Rynku Wewnętrznego,Granatnik podwieszany do karabinka MSBS - wariant 2016,Wzór przemysłowy,Janusz Pawlak/Paweł Madej/Marek Sułkowski/Tomasz Płatos/Łukasz Szmit/Mirosław Zahor/Ryszard Bogumił Woźniak/Przemysław Arnold Kupidura,Wojskowa Akademia Techniczna im. Jarosława Dąbrowskiego; Wydział Mechatroniki i Lotnictwa
