003357995-0001,2016-08-31,Urząd Harmonizacji Rynku Wewnętrznego,Stelaż piramidkowy,Wzór przemysłowy,Aleksandra Agnieszka Nowysz,Politechnika Wrocławska; Wydział Architektury
003358506,2016-08-31,Urząd Harmonizacji Rynku Wewnętrznego,Pergola,Wzór przemysłowy,Aleksandra Agnieszka Nowysz,Politechnika Wrocławska; Wydział Architektury
003358571,2016-08-31,Urząd Harmonizacji Rynku Wewnętrznego,Stół mobilny,Wzór przemysłowy,Aleksandra Agnieszka Nowysz,Politechnika Wrocławska; Wydział Architektury
003536192-0001,2016-12-23,Urząd Harmonizacji Rynku Wewnętrznego,Urządzenie medyczne,Wzór przemysłowy,RAFAŁ PANKOWSKI,Gdański Uniwersytet Medyczny; Wydział Lekarski
003740067-0001,2017-02-21,Polska,Podbródek do eksperymentów naukowych,Wzór przemysłowy,BARBARA IZABELLA WĄSIKOWSKA/AGATA MARIA WAWRZYNIAK,Uniwersytet Szczeciński; Wydział Nauk Ekonomicznych i Zarządzania; Laboratorium Neuronauki Poznawczej
15638,2010-10-06,Polska,Karabinek,Wzór przemysłowy,Andrzej Jęczmyk/Paweł Madej/Norbert Piechota/Mirosław Zahor/Ryszard Bogumił Woźniak,Wojskowa Akademia Techniczna im. Jarosława Dąbrowskiego; Wydział Mechatroniki i Lotnictwa
17753,2011-08-04,Polska,Obudowa zegarka,Wzór przemysłowy,Ewelina Jedlińska/Beata Sowińska/Artur Paweł Szmidt,Politechnika Świętokrzyska; Wydział Zarządzania i Modelowania Komputerowego
18078,2011-11-22,Polska,Osłona dłoni chroniąca przed szkodliwym wpływem promieniowania UV,Wzór przemysłowy,Lidia Napieralska/Joanna Lewartowska/Anetta Walawska,Instytut Włókiennictwa
18079,2011-11-22,Polska,Nakrycie głowy chroniące przed szkodliwym wpływem promieniowania UV,Wzór przemysłowy,Joanna Lewartowska/Lidia Napieralska/Anetta Walawska,Instytut Włókiennictwa
18080,2011-11-22,Polska,Osłona głowy i karku chroniąca przed szkodliwym wpływem promieniowania UV,Wzór przemysłowy,Lidia Napieralska/Anetta Walawska/Joanna Lewartowska,Instytut Włókiennictwa
18971,2012-06-08,Polska,Przyrząd pomiarowy 1,Wzór przemysłowy,Andrzej Stefan Aniszewicz,Instytut Kolejnictwa
18972,2012-06-08,Polska,Przyrząd pomiarowy 2,Wzór przemysłowy,Andrzej Stefan Aniszewicz,Instytut Kolejnictwa
18973,2012-08-08,Polska,Przyrząd pomiarowy 3,Wzór przemysłowy,Andrzej Stefan Aniszewicz,Instytut Kolejnictwa
18974,2012-08-08,Polska,Przyrząd pomiarowy 4,Wzór przemysłowy,Andrzej Stefan Aniszewicz,Instytut Kolejnictwa
18975,2012-08-08,Polska,Przyrząd pomiarowy 5,Wzór przemysłowy,Andrzej Stefan Aniszewicz,Instytut Kolejnictwa
18976,2012-08-08,Polska,Przyrząd pomiarowy 17,Wzór przemysłowy,Andrzej Stefan Aniszewicz,Instytut Kolejnictwa
18977,2012-08-08,Polska,Przyrząd pomiarowy 16,Wzór przemysłowy,Andrzej Stefan Aniszewicz,Instytut Kolejnictwa
18978,2012-08-08,Polska,Przyrząd pomiarowy 15,Wzór przemysłowy,Andrzej Stefan Aniszewicz,Instytut Kolejnictwa
18979,2012-08-08,Polska,Przyrząd pomiarowy 14,Wzór przemysłowy,Andrzej Stefan Aniszewicz,Instytut Kolejnictwa
18980,2012-08-08,Polska,Przyrząd pomiarowy 13,Wzór przemysłowy,Andrzej Stefan Aniszewicz,Instytut Kolejnictwa
18981,2012-08-08,Polska,Przyrząd pomiarowy 12,Wzór przemysłowy,Andrzej Stefan Aniszewicz,Instytut Kolejnictwa
18982,2012-08-08,Polska,Przyrząd pomiarowy 11,Wzór przemysłowy,Andrzej Stefan Aniszewicz,Instytut Kolejnictwa
18983,2012-08-08,Polska,Przyrząd pomiarowy 10,Wzór przemysłowy,Andrzej Stefan Aniszewicz,Instytut Kolejnictwa
18984,2012-08-08,Polska,Przyrząd pomiarowy 9,Wzór przemysłowy,Andrzej Stefan Aniszewicz,Instytut Kolejnictwa
18985,2012-08-08,Polska,Przyrząd pomiarowy 8,Wzór przemysłowy,Andrzej Stefan Aniszewicz,Instytut Kolejnictwa
18986,2012-08-08,Polska,Przyrząd pomiarowy 7,Wzór przemysłowy,Andrzej Stefan Aniszewicz,Instytut Kolejnictwa
18987,2012-08-08,Polska,Przyrząd pomiarowy 6,Wzór przemysłowy,Andrzej Stefan Aniszewicz,Instytut Kolejnictwa
19139,2013-03-29,Polska,Miniaturowy moduł inercyjnej jednostki pomiarowej,Wzór przemysłowy,Witold Jarosław Ilewicz/Aleksander Michał Nawrat/Damian Stefan Bereska/Krzysztof Daniec/Sławomir Łukasz Fraś/Karol Jędrasiak/Roman Koteras,"Politechnika Śląska; Wydział Automatyki, Elektroniki i Informatyki"
19223,2013-04-30,Polska,Odbijacz radarowy,Wzór przemysłowy,Iwona Kucińska-Król/Wojciech Błaszczyk/Elżbieta Witczak/Adam Wnuk,Instytut Technologii Bezpieczeństwa MORATEX
19480,2013-02-19,Polska,Sensor wizyjny z oświetlaczem IR,Wzór przemysłowy,Krzysztof Daniec/Aleksander Michał Nawrat/Sławomir Łukasz Fraś/Karol Jędrasiak/Roman Koteras/Damian Stefan Bereska,"Politechnika Śląska; Wydział Automatyki, Elektroniki i Informatyki"
19482,2013-02-19,Polska,Moduł inercyjnej jednostki pomiarowej,Wzór przemysłowy,Roman Koteras/Damian Stefan Bereska/Karol Jędrasiak/Witold Jarosław Ilewicz/Aleksander Michał Nawrat/Krzysztof Daniec/Sławomir Łukasz Fraś,"Politechnika Śląska; Wydział Automatyki, Elektroniki i Informatyki"
19483,2013-02-19,Polska,Zminiaturyzowane urządzenie typu INS,Wzór przemysłowy,Aleksander Michał Nawrat/Roman Koteras/Karol Jędrasiak/Sławomir Łukasz Fraś/Krzysztof Daniec/Witold Jarosław Ilewicz/Damian Stefan Bereska,"Politechnika Śląska; Wydział Automatyki, Elektroniki i Informatyki"
19530,2013-01-24,Polska,Kardiostymulator zewnętrzny,Wzór przemysłowy,Jerzy Gałecka/Łukasz Juszyński/Janusz Żmudziński,Instytut Techniki i Aparatury Medycznej ITAM
19871,2013-09-30,Polska,Ergonomiczna rękojeść kuli rehabilitacyjnej łokciowej,Wzór przemysłowy,Marek Wyleżoł,Politechnika Śląska; Wydział Mechaniczny Technologiczny; Instytut Podstaw Konstrukcji Maszyn
19992,2013-10-21,Polska,Wzór kamuflażu,Wzór przemysłowy,Maciej Dojlitko,Akademia Sztuk Pięknych w Gdańsku; Wydział Architektury i Wzornictwa
20071,2013-06-27,Polska,Płyta chodnikowa,Wzór przemysłowy,Bronisław Andrzej Samujło/Janusz Wojciech Sikora,Politechnika Lubelska; Wydział Mechaniczny; Katedra Technologii i Przetwórstwa Tworzyw Polimerowych
201411,2014-03-14,Polska,Statek,Wzór przemysłowy,Jerzy Pietrzak/Zbigniew Szyca/Andrzej Lerch/Benedykt Hac,Instytut Morski w Gdańsku
20154,2013-07-24,Polska,Doniczka,Wzór przemysłowy,Kamil Łukasz Żelazek,Politechnika Lubelska; Wydział Mechaniczny; Katedra Technologii i Przetwórstwa Tworzyw Polimerowych
20183,2013-06-21,Polska,WP.20896 Osłona wtyków złącz modularnych,Wzór przemysłowy,Maciej Drozdowski/Jakub Marszałkowski/Jędrzej Mateusz Marszałkowski,Politechnika Poznańska; Wydział Informatyki
20193,2013-06-20,Polska,Małogabarytowa kamera wieloobiektywowa,Wzór przemysłowy,Aleksander Michał Nawrat/Karol Jędrasiak/Roman Koteras/Sławomir Łukasz Fraś/Paweł Grzegorz Iwaneczko/Damian Stefan Bereska/Krzysztof Daniec,"Politechnika Śląska; Wydział Automatyki, Elektroniki i Informatyki"
20411,2014-03-14,Polska,Statek,Wzór przemysłowy,Jerzy Pietrzak/Zbigniew Szyca/Andrzej Lerch/Benedykt Hac,Akademia Sztuk Pięknych w Gdańsku; Wydział Architektury i Wzornictwa
20433,2013-10-21,Polska,Lampa,Wzór przemysłowy,Kinga Gołębiowska/Rafał Bobowski/Anna Dziubińska,Politechnika Lubelska; Wydział Mechaniczny; Katedra Komputerowego Modelowania i Technologii Obróbki Plastycznej
20434,2013-10-21,Polska,Lampa,Wzór przemysłowy,Kinga Gołębiowska/Rafał Bobowski/Anna Dziubińska,Politechnika Lubelska; Wydział Mechaniczny; Katedra Komputerowego Modelowania i Technologii Obróbki Plastycznej
20435,2013-11-05,Polska,Żelazko,Wzór przemysłowy,Kinga Gołębiowska/Rafał Bobowski/Anna Dziubińska,Politechnika Lubelska; Wydział Mechaniczny; Katedra Komputerowego Modelowania i Technologii Obróbki Plastycznej
20479,2013-10-21,Polska,Zestaw ogniskowy,Wzór przemysłowy,Kinga Gołębiowska/Rafał Bobowski/Anna Dziubińska,Politechnika Lubelska; Wydział Mechaniczny; Katedra Komputerowego Modelowania i Technologii Obróbki Plastycznej
20485,2013-10-21,Polska,Stół,Wzór przemysłowy,Kinga Gołębiowska/Rafał Bobowski/Anna Dziubińska,Politechnika Lubelska; Wydział Mechaniczny; Katedra Komputerowego Modelowania i Technologii Obróbki Plastycznej
20521,2014-04-17,Polska,wzór przemysłowy pt. Opakowanie na produkty spożywcze,Wzór przemysłowy,Wojciech Biernacki,Akademia Wychowania Fizycznego im. Bronisława Czecha w Krakowie; Wydział Turystyki i Rekreacji
20578,2014-05-30,Polska,Struktura kabiny statku powietrznego,Wzór przemysłowy,Rafał Ładziński/Wojciech Grendysa,Politechnika Warszawska; Wydział Mechaniczny Energetyki i Lotnictwa/Metal-Master Sylwia Ładzińska
20853,2014-09-30,Polska,Obudowa elektronicznego terminala biometrycznego IMMSkan 200,Wzór przemysłowy,Tomasz Gregorczuk/Mirosław Owczarek,Instytut Maszyn Matematycznych
20854,2014-09-30,Polska,Obudowa elektronicznego terminala zbliżeniowego IMMProx 300,Wzór przemysłowy,Tomasz Gregorczuk/Mirosław Owczarek,Instytut Maszyn Matematycznych
20855,2014-09-30,Polska,Obudowa elektronicznego terminala zbliżeniowego IMMProx 200,Wzór przemysłowy,Tomasz Gregorczuk/Mirosław Owczarek,Instytut Maszyn Matematycznych
20856,2014-09-30,Polska,Obudowa elektronicznego terminala biometrycznego IMMSkan 300,Wzór przemysłowy,Tomasz Gregorczuk/Mirosław Owczarek,Instytut Maszyn Matematycznych
20857,2014-09-30,Polska,Obudowa elektronicznego terminala zbliżeniowego IMMProx 400,Wzór przemysłowy,Mirosław Owczarek,Instytut Maszyn Matematycznych
20946,2014-05-08,Polska,Płyta tarasowa,Wzór przemysłowy,Janusz Wojciech Sikora/Bronisław Andrzej Samujło,Politechnika Lubelska; Wydział Mechaniczny; Katedra Technologii i Przetwórstwa Tworzyw Polimerowych
20947,2014-05-08,Polska,Płyta tarasowa,Wzór przemysłowy,Bronisław Andrzej Samujło/Janusz Wojciech Sikora,Politechnika Lubelska; Wydział Mechaniczny; Katedra Technologii i Przetwórstwa Tworzyw Polimerowych
20950,2014-05-14,Polska,Donica ozdobna,Wzór przemysłowy,Janusz Wojciech Sikora,Politechnika Lubelska; Wydział Mechaniczny; Katedra Technologii i Przetwórstwa Tworzyw Polimerowych
21014,2014-06-10,Polska,Profil rurowy,Wzór przemysłowy,Janusz Wojciech Sikora,Politechnika Lubelska; Wydział Mechaniczny; Katedra Technologii i Przetwórstwa Tworzyw Polimerowych
21015,2014-06-10,Polska,Profil rurowy,Wzór przemysłowy,Janusz Wojciech Sikora,Politechnika Lubelska; Wydział Mechaniczny; Katedra Technologii i Przetwórstwa Tworzyw Polimerowych
21030,2014-11-30,Polska,Kanałowa płyta izolacyjna,Wzór przemysłowy,Tomasz Steidl/Bożena Orlik-Kożdoń,Politechnika Śląska; Wydział Budownictwa; Katedra Budownictwa Ogólnego i Fizyki Budowli
21031,2014-06-10,Polska,Profil rurowy,Wzór przemysłowy,Janusz Wojciech Sikora,Politechnika Lubelska; Wydział Mechaniczny; Katedra Technologii i Przetwórstwa Tworzyw Polimerowych
21032,2014-06-10,Polska,Profil rurowy,Wzór przemysłowy,Janusz Wojciech Sikora,Politechnika Lubelska; Wydział Mechaniczny; Katedra Technologii i Przetwórstwa Tworzyw Polimerowych
21035,2014-06-17,Polska,Profil rurowy,Wzór przemysłowy,Janusz Wojciech Sikora/Sebastian Jarosiński,Politechnika Lubelska; Wydział Mechaniczny; Katedra Technologii i Przetwórstwa Tworzyw Polimerowych
21036,2014-06-17,Polska,Profil rurowy,Wzór przemysłowy,Joanna Sikora/Janusz Wojciech Sikora,Politechnika Lubelska; Wydział Mechaniczny; Katedra Technologii i Przetwórstwa Tworzyw Polimerowych
21042,2014-11-28,Polska,Urządzenie przeciwprzepięciowe,Wzór przemysłowy,Stanisław Półtorak/Grzegorz Matusik/Marek Stefan Liskiewicz,Akademia Sztuk Pięknych im. Jana Matejki w Krakowie; Wydział Form Przemysłowych
21082,2014-12-31,Polska,Aparat diagnostyczny do analizy deficytów motorycznych kończyn górnych,Wzór przemysłowy,Zdzisław Gorgol/Andrzej Głąbiński/Grzegorz Wosik,Politechnika Częstochowska; Wydział Zarządzania/Uniwersytet Medyczny w Łodzi; Wydział Wojskowo-Lekarski
21102,2014-07-04,Polska,Profil rurowy,Wzór przemysłowy,Janusz Wojciech Sikora,Politechnika Lubelska; Wydział Mechaniczny; Katedra Technologii i Przetwórstwa Tworzyw Polimerowych
21103,2014-07-04,Polska,Kostka do gier,Wzór przemysłowy,Tomasz Jacek Jachowicz,Politechnika Lubelska; Wydział Mechaniczny; Katedra Technologii i Przetwórstwa Tworzyw Polimerowych
21140,2015-01-30,Polska,Stent,Wzór przemysłowy,Krzysztof Ficek/Małgorzata Otrębska/Marek Wyleżoł,Politechnika Śląska; Wydział Mechaniczny Technologiczny/SYNTPLANT SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ
21141,2015-01-30,Polska,Stent,Wzór przemysłowy,Krzysztof Ficek/Małgorzata Otrębska/Marek Wyleżoł,Politechnika Śląska; Wydział Mechaniczny Technologiczny/SYNTPLANT SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ
21173,2014-08-05,Polska,Amfibia,Wzór przemysłowy,Joanna Błaszczyk/Adam Stoksik/Tomasz Wróbel/Roman Musiał/Grażyna Grabowska/Marian Olszewski/Stanisław Krysiński/Ireneusz Naworol/Dorota Riegert/Grażyna Grabowska/Joanna Błaszczyk,Centrum Naukowo-Badawcze Ochrony Przeciwpożarowej im. Józefa Tuliszkowskiego - Państwowy Instytut Badawczy/Instytut Technologii Bezpieczeństwa MORATEX
21193,2015-03-12,Polska,Palisada,Wzór przemysłowy,Remigiusz Waldemar Grochal/Urszula Czarnowska,Akademia Sztuk Pięknych w Gdańsku; Wydział Architektury i Wzornictwa
21203,2014-08-25,Polska,Profil rurowy,Wzór przemysłowy,Janusz Wojciech Sikora,Politechnika Lubelska; Wydział Mechaniczny; Katedra Technologii i Przetwórstwa Tworzyw Polimerowych
21204,2014-08-25,Polska,Profil rurowy,Wzór przemysłowy,Janusz Wojciech Sikora,Politechnika Lubelska; Wydział Mechaniczny; Katedra Technologii i Przetwórstwa Tworzyw Polimerowych
21205,2014-08-25,Polska,Profil rurowy,Wzór przemysłowy,Janusz Wojciech Sikora,Politechnika Lubelska; Wydział Mechaniczny; Katedra Technologii i Przetwórstwa Tworzyw Polimerowych
21206,2014-08-25,Polska,Profil rurowy,Wzór przemysłowy,Janusz Wojciech Sikora,Politechnika Lubelska; Wydział Mechaniczny; Katedra Technologii i Przetwórstwa Tworzyw Polimerowych
21207,2014-08-25,Polska,Profil rurowy,Wzór przemysłowy,Janusz Wojciech Sikora,Politechnika Lubelska; Wydział Mechaniczny; Katedra Technologii i Przetwórstwa Tworzyw Polimerowych
21219,2014-08-13,Polska,Profil rurowy,Wzór przemysłowy,Janusz Wojciech Sikora/Kamil Łukasz Żelazek,Politechnika Lubelska; Wydział Mechaniczny; Katedra Technologii i Przetwórstwa Tworzyw Polimerowych
21220,2014-08-13,Polska,Profil rurowy,Wzór przemysłowy,Janusz Wojciech Sikora/Kamil Łukasz Żelazek,Politechnika Lubelska; Wydział Mechaniczny; Katedra Technologii i Przetwórstwa Tworzyw Polimerowych
21221,2014-08-13,Polska,Profil rurowy,Wzór przemysłowy,Janusz Wojciech Sikora/Kamil Łukasz Żelazek,Politechnika Lubelska; Wydział Mechaniczny; Katedra Technologii i Przetwórstwa Tworzyw Polimerowych
21222,2014-08-13,Polska,Profil rurowy,Wzór przemysłowy,Janusz Wojciech Sikora/Kamil Łukasz Żelazek,Politechnika Lubelska; Wydział Mechaniczny; Katedra Technologii i Przetwórstwa Tworzyw Polimerowych
21252,2014-08-18,Polska,Opakowanie na żelazko,Wzór przemysłowy,Ewa Siemionek/Anna Dziubińska/Maciej Piotr Nowicki,Politechnika Lubelska; Wydział Mechaniczny; Katedra Pojazdów Samochodowych
21257,2014-08-18,Polska,Opakowanie na żelazko,Wzór przemysłowy,Maciej Piotr Nowicki/Anna Dziubińska,Politechnika Lubelska; Wydział Mechaniczny; Katedra Komputerowego Modelowania i Technologii Obróbki Plastycznej
21258,2014-08-18,Polska,Opakowanie na żelazko,Wzór przemysłowy,Maciej Piotr Nowicki/Anna Dziubińska,Politechnika Lubelska; Wydział Mechaniczny; Katedra Komputerowego Modelowania i Technologii Obróbki Plastycznej
21259,2014-08-18,Polska,Opakowanie na żelazko,Wzór przemysłowy,Maciej Piotr Nowicki/Anna Dziubińska,Politechnika Lubelska; Wydział Mechaniczny; Katedra Komputerowego Modelowania i Technologii Obróbki Plastycznej
21260,2014-08-18,Polska,Opakowanie na żelazko,Wzór przemysłowy,Ewa Siemionek/Maciej Piotr Nowicki/Anna Dziubińska,Politechnika Lubelska; Wydział Mechaniczny; Katedra Pojazdów Samochodowych
21307,2015-04-21,Polska,Urządzenie do rehabilitacji,Wzór przemysłowy,Paweł Lipowicz/PIOTR BORKOWSKI,Politechnika Białostocka; Wydział Mechaniczny
21341,2014-10-07,Polska,Profil rurowy,Wzór przemysłowy,Janusz Wojciech Sikora,Politechnika Lubelska; Wydział Mechaniczny; Katedra Technologii i Przetwórstwa Tworzyw Polimerowych
21342,2014-10-07,Polska,Profil rurowy,Wzór przemysłowy,Janusz Wojciech Sikora,Politechnika Lubelska; Wydział Mechaniczny; Katedra Technologii i Przetwórstwa Tworzyw Polimerowych
21387,2014-11-24,Polska,Maszyna kalibracyjna,Wzór przemysłowy,Maciej Simek/Krzysztof Daniec/Roman Koteras/Witold Jarosław Ilewicz/Paweł Grzegorz Iwaneczko/Karol Jędrasiak/Damian Stefan Bereska/Aleksander Michał Nawrat/Sławomir Łukasz Fraś,"Politechnika Śląska; Wydział Automatyki, Elektroniki i Informatyki"
21498,2015-01-12,Polska,Zaślepka do gniazdka elektrycznego,Wzór przemysłowy,Karolina Głogowska,Politechnika Lubelska; Wydział Mechaniczny; Katedra Technologii i Przetwórstwa Tworzyw Polimerowych
21509,2015-01-12,Polska,Profil rurowy oświetleniowy,Wzór przemysłowy,Kamil Łukasz Żelazek/Janusz Wojciech Sikora,Politechnika Lubelska; Wydział Mechaniczny; Katedra Technologii i Przetwórstwa Tworzyw Polimerowych
21510,2015-01-12,Polska,Profil rurowy oświetleniowy,Wzór przemysłowy,Kamil Łukasz Żelazek,Politechnika Lubelska; Wydział Mechaniczny; Katedra Technologii i Przetwórstwa Tworzyw Polimerowych
21511,2015-01-12,Polska,Profil rurowy oświetleniowy,Wzór przemysłowy,Janusz Wojciech Sikora/Maciej Piotr Nowicki,Politechnika Lubelska; Wydział Mechaniczny; Katedra Technologii i Przetwórstwa Tworzyw Polimerowych
21512,2015-01-12,Polska,Profil rurowy oświetleniowy,Wzór przemysłowy,Janusz Wojciech Sikora/Maciej Piotr Nowicki,Politechnika Lubelska; Wydział Mechaniczny; Katedra Technologii i Przetwórstwa Tworzyw Polimerowych
21513,2015-01-12,Polska,Profil rurowy oświetleniowy,Wzór przemysłowy,Maciej Piotr Nowicki,Politechnika Lubelska; Wydział Mechaniczny; Katedra Technologii i Przetwórstwa Tworzyw Polimerowych
21521,2015-01-27,Polska,Wp.22574 Wymienialna osłona na typowe nogi mebli o regulowanej wysokości,Wzór przemysłowy,Teresa Bardzińska-Bonenberg,Politechnika Poznańska; Wydział Architektury
21579,2015-02-19,Polska,Antena szerokopasmowa z biconicalnymi elementami na pasmo 1800-2100 MHz,Wzór przemysłowy,Zenon Włodzimierz Syroka,Uniwersytet Warmińsko-Mazurski w Olsztynie; Wydział Nauk Technicznych
21580,2015-02-19,Polska,Antena szerokopasmowa z walcowymi elementami na pasmo 1800-2100 MHz,Wzór przemysłowy,Zenon Włodzimierz Syroka,Uniwersytet Warmińsko-Mazurski w Olsztynie; Wydział Nauk Technicznych
21657,2015-08-31,Polska,Kostka do kamer,Wzór przemysłowy,Paweł Jureczko/Mariola Stefania Jureczko/Rafał Szymkowiak,Politechnika Śląska; Wydział Mechaniczny Technologiczny; Instytut Mechaniki Teoretycznej i Stosowanej
21676,2015-03-03,Polska,Przyrząd pomiarowy 18,Wzór przemysłowy,Andrzej Stefan Aniszewicz,Instytut Kolejnictwa
21677,2015-03-02,Polska,Przyrząd pomiarowy 19,Wzór przemysłowy,Andrzej Stefan Aniszewicz,Instytut Kolejnictwa
21678,2015-03-02,Polska,Przyrząd pomiarowy 20,Wzór przemysłowy,Andrzej Stefan Aniszewicz,Instytut Kolejnictwa
21679,2015-03-02,Polska,Przyrząd pomiarowy 21,Wzór przemysłowy,Andrzej Stefan Aniszewicz,Instytut Kolejnictwa
21680,2015-03-02,Polska,Przyrząd pomiarowy 22,Wzór przemysłowy,Andrzej Stefan Aniszewicz,Instytut Kolejnictwa
21726,2015-03-02,Polska,Przyrząd pomiarowy 23,Wzór przemysłowy,Andrzej Stefan Aniszewicz,Instytut Kolejnictwa
21727,2015-03-02,Polska,Przyrząd pomiarowy 24,Wzór przemysłowy,Andrzej Stefan Aniszewicz,Instytut Kolejnictwa
21729,2015-03-02,Polska,Przyrząd pomiarowy 25,Wzór przemysłowy,Andrzej Stefan Aniszewicz,Instytut Kolejnictwa
21730,2015-03-02,Polska,Przyrząd pomiarowy 26,Wzór przemysłowy,Andrzej Stefan Aniszewicz,Instytut Kolejnictwa
21731,2015-03-02,Polska,Przyrząd pomiarowy 27,Wzór przemysłowy,Andrzej Stefan Aniszewicz,Instytut Kolejnictwa
21760,2015-04-22,Polska,Znak graficzny,Wzór przemysłowy,František Greškovič/Janusz Wojciech Sikora,Politechnika Lubelska; Wydział Mechaniczny; Katedra Technologii i Przetwórstwa Tworzyw Polimerowych
21761,2015-04-22,Polska,Znak graficzny,Wzór przemysłowy,František Greškovič/Janusz Wojciech Sikora,Politechnika Lubelska; Wydział Mechaniczny; Katedra Technologii i Przetwórstwa Tworzyw Polimerowych
21762,2015-04-22,Polska,Znak graficzny,Wzór przemysłowy,František Greškovič/Janusz Wojciech Sikora,Politechnika Lubelska; Wydział Mechaniczny; Katedra Technologii i Przetwórstwa Tworzyw Polimerowych
21763,2015-04-22,Polska,Znak graficzny,Wzór przemysłowy,František Greškovič/Janusz Wojciech Sikora,Politechnika Lubelska; Wydział Mechaniczny; Katedra Technologii i Przetwórstwa Tworzyw Polimerowych
21764,2015-04-22,Polska,Znak graficzny,Wzór przemysłowy,František Greškovič/Janusz Wojciech Sikora,Politechnika Lubelska; Wydział Mechaniczny; Katedra Technologii i Przetwórstwa Tworzyw Polimerowych
21858,2016-01-14,Polska,Zestaw mebli,Wzór przemysłowy,Robert Mazur/Olena Rozver/Marek Jóźwicki,Akademia Sztuk Pięknych w Gdańsku; Wydział Architektury i Wzornictwa
21859,2016-01-14,Polska,Zestaw mebli,Wzór przemysłowy,Sławomir Urban/Ewelina Stella Chylińska/Marek Jóźwicki,Akademia Sztuk Pięknych w Gdańsku; Wydział Architektury i Wzornictwa
21864,2016-01-14,Polska,Zestaw mebli,Wzór przemysłowy,Krzysztof Laser/Dominika Pajdowska/Anna Wachowicz,Akademia Sztuk Pięknych w Gdańsku; Wydział Architektury i Wzornictwa
21871,2015-05-13,Polska,Listwa dekoracyjno-montażowa,Wzór przemysłowy,Karolina Głogowska,Politechnika Lubelska; Wydział Mechaniczny; Katedra Technologii i Przetwórstwa Tworzyw Polimerowych
21878,2015-05-06,Polska,Opakowanie na żelazko,Wzór przemysłowy,Anna Dziubińska/Maciej Piotr Nowicki,Politechnika Lubelska; Wydział Mechaniczny; Katedra Komputerowego Modelowania i Technologii Obróbki Plastycznej
21879,2015-05-06,Polska,Opakowanie na żelazko,Wzór przemysłowy,Maciej Piotr Nowicki/Anna Dziubińska,Politechnika Lubelska; Wydział Mechaniczny; Katedra Komputerowego Modelowania i Technologii Obróbki Plastycznej
21880,2015-05-06,Polska,Opakowanie na żelazko,Wzór przemysłowy,Anna Dziubińska/Maciej Piotr Nowicki,Politechnika Lubelska; Wydział Mechaniczny; Katedra Komputerowego Modelowania i Technologii Obróbki Plastycznej
21881,2015-05-06,Polska,Opakowanie na żelazko,Wzór przemysłowy,Maciej Piotr Nowicki/Anna Dziubińska,Politechnika Lubelska; Wydział Mechaniczny; Katedra Komputerowego Modelowania i Technologii Obróbki Plastycznej
21882,2015-05-06,Polska,Opakowanie na żelazko,Wzór przemysłowy,Maciej Piotr Nowicki/Anna Dziubińska,Politechnika Lubelska; Wydział Mechaniczny; Katedra Komputerowego Modelowania i Technologii Obróbki Plastycznej
21886,2015-05-11,Polska,Znak graficzny,Wzór przemysłowy,Oleh Suberlyak/Janusz Wojciech Sikora,Politechnika Lubelska; Wydział Mechaniczny; Katedra Technologii i Przetwórstwa Tworzyw Polimerowych
21887,2015-05-11,Polska,Znak graficzny,Wzór przemysłowy,Oleh Suberlyak/Janusz Wojciech Sikora,Politechnika Lubelska; Wydział Mechaniczny; Katedra Technologii i Przetwórstwa Tworzyw Polimerowych
21888,2015-05-11,Polska,Znak graficzny,Wzór przemysłowy,Oleh Suberlyak/Janusz Wojciech Sikora,Politechnika Lubelska; Wydział Mechaniczny; Katedra Technologii i Przetwórstwa Tworzyw Polimerowych
21890,2015-05-11,Polska,Znak graficzny,Wzór przemysłowy,Oleh Suberlyak/Janusz Wojciech Sikora,Politechnika Lubelska; Wydział Mechaniczny; Katedra Technologii i Przetwórstwa Tworzyw Polimerowych
21893,2015-05-11,Polska,Znak graficzny,Wzór przemysłowy,Oleh Suberlyak/Janusz Wojciech Sikora,Politechnika Lubelska; Wydział Mechaniczny; Katedra Technologii i Przetwórstwa Tworzyw Polimerowych
21894,2015-05-11,Polska,Znak graficzny,Wzór przemysłowy,Oleh Suberlyak/Janusz Wojciech Sikora,Politechnika Lubelska; Wydział Mechaniczny; Katedra Technologii i Przetwórstwa Tworzyw Polimerowych
21935,2015-05-15,Polska,Zestaw pomiarowy do oceny proporcji budowy ciała koni i kuców,Wzór przemysłowy,Iwona Beata Janczarek/Wojciech Krzysztof Żak,"Uniwersytet Przyrodniczy w Lublinie; Wydział Biologii, Nauk o Zwierzętach i Biogospodarki/Uniwersytet Przyrodniczy w Lublinie; Wydział Inżynierii Produkcji"
21948,2015-06-01,Polska,Formularz weterynaryjny,Wzór przemysłowy,Mirosław Wojciech Karpiński/Małgorzata Lucyna Goleman/Leszek Drozd/Piotr Andrzej Czyżowski,"Uniwersytet Przyrodniczy w Lublinie; Wydział Biologii, Nauk o Zwierzętach i Biogospodarki"
21956,2015-06-25,Polska,Stelaż do montażu kolektora słonecznego,Wzór przemysłowy,Zenon Włodzimierz Syroka/Daniel Wilczewski,Uniwersytet Warmińsko-Mazurski w Olsztynie; Wydział Nauk Technicznych
